model,mae,rmse,mape,r2
y_pred_7,0.01779406089125262,0.03751420430103411,37285547156858.23,-0.00044762482023341654
y_pred_30,0.018519538298797045,0.037549583065525007,40981085092419.55,-0.0023355119004442315
y_pred_60,0.021992415449529987,0.03840110243445124,57483171198072.6,-0.04831129211616725
y_pred_120,0.027725978483731636,0.04055285230939812,83132172865246.95,-0.16908393045687808
naive_forecast,16.792958004768018,96.14170191756968,0.011842190554058201,0.9998855900497822
