model,mae,rmse,mape,r2
y_pred_3,4.605553392483334e+19,4.0746515091184796e+21,1.4029202709503334e+16,-3.354490122810649e+36
y_pred_12,1.937223165475223e+19,1.6999851110051223e+21,1.0498037526458643e+17,-5.838964179190546e+35
y_pred_24,1.4739874105127346e+20,1.5382015257855771e+22,1.6139672352839933e+17,-4.780486005319862e+37
y_pred_30,2.773895860412835e+22,2.9481738350819443e+24,7.329618523876069e+18,-1.756110140067713e+42
ensemble_simple,6.987946277689803e+21,7.370713718784836e+23,1.9025062063446403e+18,-1.09765197276932e+41
ensemble_min_max,1.3892507069026587e+22,1.4740883286742068e+24,3.671823863292787e+18,-4.390283755733904e+41
naive_forecast,500.86694666655126,1098.7113862164038,0.13757606423001867,0.7586227693066239
