model,mae,rmse,mape,r2
y_pred_6,70671.62205502477,648498.3613127974,666893215262.2115,0.9105970606649803
y_pred_12,63161.748094106144,582554.7456440842,428146411713.3833,0.9278547869156809
y_pred_48,68029.74344652423,728780.3625169814,1825925559565.6057,0.8870913135375379
y_pred_60,63029.79463222548,693376.9742083293,3881913611236.6606,0.8977948306096426
ensemble_simple,60923.11799859774,621233.2807772493,1656322292702.2659,0.9179566360604334
ensemble_min_max,62309.51048287659,656146.7348157365,2274403413249.427,0.9084757928340403
naive_forecast,22234.9803171906,216570.06930593945,0.057610425818809985,0.9900291793946093
