model,mae,rmse,mape,r2
y_pred_12,524.0548119147991,5696.229293139528,1.0103767559956406e+16,-6.892563587730196
y_pred_36,319.87122713981955,2449.1949436618293,9951855628524642.0,-0.45911617610359956
y_pred_72,272.66163200494293,2176.631154562123,7392181338701401.0,-0.15242546400740653
y_pred_144,253.8653461817987,2111.5635723354712,4481009030122904.5,-0.08455476346920343
naive_forecast,14725.469893549829,58626.30031419464,1.474886916053831e+17,-835.0420866961542
