model,mae,rmse,mape,r2
y_pred_12,228.75832255749233,2220.2286468663156,1859746737086589.0,-0.19905351807907778
y_pred_36,229.81621038643277,2209.7807831870728,1945193504914518.0,-0.1877951534050255
y_pred_72,232.7088291819805,2232.7515474414504,1632471770836694.0,-0.2126178640988614
y_pred_144,231.03473013651157,2208.2672442733406,1092536391442051.8,-0.18616860426703408
naive_forecast,14725.469893549829,58626.30031419464,1.474886916053831e+17,-835.0420866961542
