model,mae,rmse,mape,r2
y_pred_3,0.07455239069593016,0.11030021314770729,1718917245198.9407,-0.07821446613677674
y_pred_12,0.07451079731205784,0.10947563096603073,1874159023512.5261,-0.06215369647326385
y_pred_36,0.07482459996163375,0.11001396025447112,1888907205151.6746,-0.07262532890302209
naive_forecast,0.7200424542407836,1.198117432096529,0.07616839864678919,0.8983548060645306
